"review_id","rating_date","count_helpful","count_unhelpful","employee_job_end_year","employee_length","employee_status","covid_related_review","flags_business_outlook","flags_ceo_approval","flags_recommend_frend","rating_culture_values","rating_diversity_inclusion","rating_overall","rating_work_life","summary","company_name","employee_location","employee_job_title","advice_to_management","review_pros","review_cons","rating_compensation_benefits","rating_senior_leadership","rating_career_opportunities","sector","rating_year","helpfulness_score","career_missing","employee_job_quit","employee_job_start_year","has_review_text","distilbert_summary_label","distilbert_summary_score","distilbert_pros_label","distilbert_pros_score","distilbert_cons_label","distilbert_cons_score","distilbert_advice_label","distilbert_advice_score","distilbert_summary_signed","distilbert_pros_signed","distilbert_cons_signed","distilbert_advice_signed","roberta_summary_label","roberta_summary_score","roberta_pros_label","roberta_pros_score","roberta_cons_label","roberta_cons_score","roberta_advice_label","roberta_advice_score","roberta_summary_signed","roberta_pros_signed","roberta_cons_signed","roberta_advice_signed","vader_summary_neg","vader_summary_neu","vader_summary_pos","vader_summary_compound","vader_pros_neg","vader_pros_neu","vader_pros_pos","vader_pros_compound","vader_cons_neg","vader_cons_neu","vader_cons_pos","vader_cons_compound","vader_advice_neg","vader_advice_neu","vader_advice_pos","vader_advice_compound","summary_wc","pros_wc","cons_wc","advice_wc"
41380166,"2021-01-25",1,0,2018,1,"",0,"POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Good part-time job.","AVID Advancement Via Individual Determination","","","","Opportunity to work with motivated students.","Hours are not very flexible.",5,5,3,"Education",2021,1,TRUE,TRUE,2017,TRUE,"POSITIVE",0.999828577041626,"POSITIVE",0.99970406293869,"NEGATIVE",0.999720990657806,"POSITIVE",0.748120903968811,0.999828577041626,0.99970406293869,-0.999720990657806,0.748120903968811,"positive",0.91525810956955,"positive",0.728319108486176,"negative",0.628294587135315,"positive",0.401298612356186,0.91525810956955,0.728319108486176,-0.628294587135315,0.401298612356186,0,0.408,0.592,0.4404,0,0.408,0.592,0.7003,0.32,0.68,0,-0.2222,0,0,0,0,3,6,5,0
59113201,"2022-02-04",2,0,2021,4,"",0,"NEGATIVE","APPROVE","NEGATIVE",2,3,1,1,"Will work you to death.","Geometric Results","","","","Company is pushing for growth, top leadership transparency, same-level coworkers are nice and helpful, and remote working is available.","Very heavy workloads, poor program management, low pay for hours worked, zero work-life balance, and little room for advancement. Clients can be abusive towards employees with little to no correction from program leadership. Benefits are not very good and expensive. Training is poor on all levels. Program leadership is selfish, manipulative, and demotivating. There are too many trackers. The company is badly understaffed, making vacations impossible as you return to an even worse situation due to lack of coverage.",2,2,3,"Professional Services",2022,2,TRUE,TRUE,2017,TRUE,"NEGATIVE",0.987481832504272,"POSITIVE",0.99775618314743,"NEGATIVE",0.999658226966858,"POSITIVE",0.748120903968811,-0.987481832504272,0.99775618314743,-0.999658226966858,0.748120903968811,"negative",0.515336871147156,"positive",0.953333377838135,"negative",0.913137793540955,"positive",0.401298612356186,-0.515336871147156,0.953333377838135,-0.913137793540955,0.401298612356186,0.494,0.506,0,-0.5994,0,0.6,0.4,0.8402,0.303,0.671,0.026,-0.9769,0,0,0,0,5,19,79,0
59185110,"2022-02-06",3,0,2021,1,"",0,"NEGATIVE","DISAPPROVE","NEGATIVE",2,2,2,2,"Run by perfectionists.","Bay Systems Consulting","","","","I am proud of all the experiences gained from the company, which will surely be useful in all aspects of my career.","My efforts were never good enough for the owners, who were overly perfectionistic. While they wanted their business to thrive, their leadership style was micromanaging and lacked trust in their employees. It was not a pleasant experience because our best was never considered enough.",2,2,4,"Technology",2022,3,TRUE,TRUE,2020,TRUE,"POSITIVE",0.999396324157715,"POSITIVE",0.999860763549805,"NEGATIVE",0.999658346176147,"POSITIVE",0.748120903968811,0.999396324157715,0.999860763549805,-0.999658346176147,0.748120903968811,"negative",0.764111936092377,"positive",0.985643088817596,"negative",0.918102920055389,"positive",0.401298612356186,-0.764111936092377,0.985643088817596,-0.918102920055389,0.401298612356186,0,0.645,0.355,0.0258,0,0.61,0.39,0.8885,0.096,0.732,0.173,0.6239,0,0,0,0,3,22,44,0
46377802,"2021-05-02",1,0,2019,2,"",0,"NEUTRAL","APPROVE","POSITIVE",4,3,4,4,"Great stepping stone.","ThomasArts","","","","The company truly cares about providing access to tools and programs for self-development. It offered a flexible work-from-home schedule pre-COVID (this may have changed).","Once acquired, there were mandatory daily morning calls focused on selling insurance, which did not apply to the role. Parking was sometimes challenging, there was constant construction, and compensation was an issue.",3,3,3,"Marketing",2021,1,TRUE,TRUE,2017,TRUE,"POSITIVE",0.999861836433411,"POSITIVE",0.983147859573364,"NEGATIVE",0.997829258441925,"POSITIVE",0.748120903968811,0.999861836433411,0.983147859573364,-0.997829258441925,0.748120903968811,"positive",0.946727335453033,"positive",0.687192618846893,"neutral",0.514475345611572,"positive",0.401298612356186,0.946727335453033,0.687192618846893,0,0.401298612356186,0,0.328,0.672,0.6249,0,0.729,0.271,0.7783,0,0.841,0.159,0.5423,0,0,0,0,3,24,32,0
41721959,"2021-01-31",3,0,2021,1,"",1,"NEGATIVE","NO_OPINION","NEGATIVE",1,1,1,2,"Just don't do it.","HORNE LLP","","","","It was a paycheck, and employees were paid on time. There was some flexibility to work from home during COVID-19.","Lack of leadership. Management is a joke.",3,1,3,"Professional Services",2021,3,TRUE,TRUE,2020,TRUE,"NEGATIVE",0.99927419424057,"POSITIVE",0.850023746490479,"NEGATIVE",0.999747455120087,"POSITIVE",0.748120903968811,-0.99927419424057,0.850023746490479,-0.999747455120087,0.748120903968811,"negative",0.696963369846344,"neutral",0.618169009685516,"negative",0.941083371639252,"positive",0.401298612356186,-0.696963369846344,0,-0.941083371639252,0.401298612356186,0,1,0,0,0,0.888,0.112,0.34,0.242,0.526,0.232,-0.0258,0,0,0,0,4,20,7,0
52013056,"2021-09-02",3,0,2021,6,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",2,3,3,5,"Fine, but nothing special.","BRPH Companies","","","","Good work-life balance, nice coworkers, and opportunities for proposal work.","The company tends to forget about employees not in the main office. They promise opportunities to try new areas, but once your skills are identified, you become stuck. There is little chance for growth if you are not in the main office.",4,1,3,"Construction",2021,3,TRUE,TRUE,2015,TRUE,"NEGATIVE",0.989311099052429,"POSITIVE",0.999875664710999,"NEGATIVE",0.999136984348297,"POSITIVE",0.748120903968811,-0.989311099052429,0.999875664710999,-0.999136984348297,0.748120903968811,"neutral",0.606658041477203,"positive",0.950907230377197,"negative",0.712214112281799,"positive",0.401298612356186,0,0.950907230377197,-0.712214112281799,0.401298612356186,0.459,0.318,0.223,-0.3584,0,0.458,0.542,0.8074,0.082,0.743,0.176,0.5522,0,0,0,0,4,10,42,0
1916924,"2012-09-04",9,1,2012,1,"",0,"POSITIVE","NO_OPINION","NEGATIVE",5,3,2,2,"Revolving door.","Ink","","","","Some great people work here, with an elite few earning a very comfortable living at a young age.","The biggest problem is the unachievable target of 10 calls per day; the sales floor average is 5, resulting in an average commission percentage of 5%, which is far below the industry standard. My commission was 1%. This means you can sell extensively, but if you don't follow their rules, they pocket the money, and you get paid nothing. Secondly, it's a revolving door with high turnover. The one-week notice period for all employees indicates a lack of care from the company.",1,1,3,"Marketing",2012,8,TRUE,TRUE,2011,TRUE,"POSITIVE",0.987751603126526,"POSITIVE",0.999685049057007,"NEGATIVE",0.999425172805786,"POSITIVE",0.748120903968811,0.987751603126526,0.999685049057007,-0.999425172805786,0.748120903968811,"neutral",0.831450402736664,"positive",0.979181408882141,"negative",0.842406392097473,"positive",0.401298612356186,0,0.979181408882141,-0.842406392097473,0.401298612356186,0,1,0,0,0,0.675,0.325,0.8268,0.054,0.897,0.049,0.128,0,0,0,0,2,18,82,0
53695804,"2021-10-07",1,0,2021,4,"",1,"NEUTRAL","DISAPPROVE","NEGATIVE",1,3,1,1,"Worst organization ever.","QuisLex","","","","","No work-life balance. Promotions are granted based on flattery, not merit. Salaries are pathetic.",1,1,3,"Professional Services",2021,1,TRUE,TRUE,2017,TRUE,"NEGATIVE",0.999778807163239,"POSITIVE",0.748120903968811,"NEGATIVE",0.99941873550415,"POSITIVE",0.748120903968811,-0.999778807163239,0.748120903968811,-0.99941873550415,0.748120903968811,"negative",0.933194220066071,"positive",0.401298612356186,"negative",0.865870416164398,"positive",0.401298612356186,-0.933194220066071,0.401298612356186,-0.865870416164398,0.401298612356186,0.672,0.328,0,-0.6249,0,0,0,0,0.399,0.436,0.165,-0.7033,0,0,0,0,3,0,14,0
47166599,"2021-05-19",1,0,2017,2,"",0,"POSITIVE","NO_OPINION","NEGATIVE",3,2,3,3,"Good overall company, but bad benefits.","AlphaGraphics","","","","Great training and support system.","Very poor compensation plan for a big company.",1,3,3,"Marketing",2021,1,TRUE,TRUE,2015,TRUE,"POSITIVE",0.999525189399719,"POSITIVE",0.999852418899536,"NEGATIVE",0.999748528003693,"POSITIVE",0.748120903968811,0.999525189399719,0.999852418899536,-0.999748528003693,0.748120903968811,"negative",0.869366049766541,"positive",0.963945209980011,"negative",0.927409410476685,"positive",0.401298612356186,-0.869366049766541,0.963945209980011,-0.927409410476685,0.401298612356186,0.363,0.229,0.408,-0.1027,0,0.306,0.694,0.7783,0.326,0.674,0,-0.5256,0,0,0,0,6,5,8,0
40185194,"2021-01-06",9,0,2020,2,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,3,3,"My 1Path experience.","1Path","","","","1Path is a good place to gain quick experience. Employees are quickly immersed and learn to administer many systems, with ample assistance from senior positions. The company also paid for certificates, testing materials, and study courses. Overall, it was a good place to work for a certain period.","The company is cheap. Every year, insurance costs increased while benefits decreased. Promotions and salaries were poorly handled; during COVID, promotions, merits, and bonuses were frozen. Despite being told 'cash is king,' the client base increased with huge clients, and new people were hired. Regardless of performance, promotions were capped at 10%, even for top-tier workers who covered on-call shifts or handled multiple projects. Expectations were unrealistic; if you showed effort, work would be piled on you, leading to burnout while others with lower numbers did less. A manager once berated me for not taking on a project, then dismissed it as 'just a joke' when I explained my workload.",1,1,4,"Technology",2021,9,TRUE,TRUE,2018,TRUE,"NEGATIVE",0.510841965675354,"POSITIVE",0.999571979045868,"NEGATIVE",0.999303460121155,"POSITIVE",0.748120903968811,-0.510841965675354,0.999571979045868,-0.999303460121155,0.748120903968811,"neutral",0.764480948448181,"positive",0.907938182353973,"negative",0.812829673290253,"positive",0.401298612356186,0,0.907938182353973,-0.812829673290253,0.401298612356186,0,1,0,0,0,0.796,0.204,0.8834,0.018,0.837,0.144,0.9246,0,0,0,0,3,48,110,0
40106552,"2021-01-05",1,0,2017,4,"",0,"POSITIVE","APPROVE","POSITIVE",5,5,5,4,"Lighting decor specialist, finding the right product to suit customers' needs with a positive attitude.","LAMPS PLUS","","","","I love working with customers, sharing my knowledge, and helping them understand important aspects of choosing specific lights, ensuring proper size, style, and function.","Unfortunately, there was a store closure, which was surprising given what I thought was fairly good profit. I was also surprised by my own success in my first sales job.",5,5,3,"Retail",2021,1,TRUE,TRUE,2013,TRUE,"POSITIVE",0.999507784843445,"POSITIVE",0.99967885017395,"POSITIVE",0.997058153152466,"POSITIVE",0.748120903968811,0.999507784843445,0.99967885017395,0.997058153152466,0.748120903968811,"positive",0.904453992843628,"positive",0.956530153751373,"negative",0.456302762031555,"positive",0.401298612356186,0.904453992843628,0.956530153751373,-0.456302762031555,0.401298612356186,0,0.795,0.205,0.5574,0,0.592,0.408,0.9022,0.06,0.602,0.338,0.8779,0,0,0,0,15,24,30,0
51460457,"2021-08-22",1,0,NA,20,"REGULAR",1,"NEGATIVE","DISAPPROVE","NEGATIVE",4,5,2,4,"Working for CAT.","Caterpillar","Larne, Northern Ireland","Database Administrator","Employ people who know how to run a business.","Working with really good people.","It is not a well-run company.",3,1,3,"Manufacturing",2021,1,FALSE,FALSE,2001,TRUE,"POSITIVE",0.985228776931763,"POSITIVE",0.999865055084229,"NEGATIVE",0.999797523021698,"POSITIVE",0.984976768493652,0.985228776931763,0.999865055084229,-0.999797523021698,0.984976768493652,"neutral",0.828887701034546,"positive",0.97887909412384,"negative",0.860322594642639,"neutral",0.579330205917358,0,0.97887909412384,-0.860322594642639,0,0,1,0,0,0,0.556,0.444,0.4927,0,1,0,0,0,1,0,0,3,5,6,9
6955855,"2015-06-19",1,0,2013,2,"REGULAR",0,"POSITIVE","APPROVE","POSITIVE",3,3,4,2,"Finance.","Kimberly-Clark","Neenah, WI","Finance Manager","Believe in your people.","Great company with many good people and a friendly atmosphere. It's a great place to begin your career, offering good entry-level positions, pay, and benefits.","Poor communication from mid-level management. There is a lack of trust in mid-level management. It takes too long to make sound decisions, and there are too many meetings.",3,3,3,"Manufacturing",2015,1,FALSE,TRUE,2011,TRUE,"POSITIVE",0.995729029178619,"POSITIVE",0.999884128570557,"NEGATIVE",0.999795019626617,"POSITIVE",0.999746143817902,0.995729029178619,0.999884128570557,-0.999795019626617,0.999746143817902,"neutral",0.808572113513947,"positive",0.983218848705292,"negative",0.921493291854858,"positive",0.737756907939911,0,0.983218848705292,-0.921493291854858,0.737756907939911,0,1,0,0,0.036,0.459,0.505,0.9607,0.16,0.742,0.098,-0.2732,0,1,0,0,1,25,28,4
68374408,"2022-08-26",0,0,2020,2,"PART_TIME",0,"NEUTRAL","NO_OPINION","POSITIVE",4,5,4,4,"Great company to work for.","Amazon","Penn, PA","Warehouse Associate","Improve management skills; workers are humans, not robots.","Very flexible schedules, diversity in the workplace, and a great atmosphere.","The pay did not equal the workload. Management did not always allow growth and some managers had favorite employees.",3,3,4,"Retail",2022,0,FALSE,TRUE,2018,TRUE,"POSITIVE",0.999883413314819,"POSITIVE",0.999826848506927,"NEGATIVE",0.999334156513214,"POSITIVE",0.974026441574097,0.999883413314819,0.999826848506927,-0.999334156513214,0.974026441574097,"positive",0.978404939174652,"positive",0.978779733181,"negative",0.653354406356812,"neutral",0.601703882217407,0.978404939174652,0.978779733181,-0.653354406356812,0,0,0.494,0.506,0.6249,0,0.589,0.411,0.7425,0.226,0.645,0.129,-0.0644,0,0.707,0.293,0.4404,5,11,19,8
15517116,"2017-06-17",3,0,2016,1,"REGULAR",0,"NEUTRAL","NO_OPINION","NEGATIVE",2,3,1,1,"Tesla Owner Advisor.","Tesla","San Diego, CA","Owner Advisor","Fix work-life balance issues for sales people, as they are the heart of the company. Care more about them. Work on fixing the pay structure for smaller, less high-end locations.","Good stable income, employee stock options at the four-year mark, and a super fun people and work environment.","No work-life balance, zero weekends off, and work every major holiday. You can make several times more money selling other vehicle brands. Friends selling other car brands earn much more than Tesla Owner Advisors and work fewer hours.",1,2,1,"Manufacturing",2017,3,FALSE,TRUE,2015,TRUE,"POSITIVE",0.983035683631897,"POSITIVE",0.999835252761841,"NEGATIVE",0.995582640171051,"NEGATIVE",0.823625206947327,0.983035683631897,0.999835252761841,-0.995582640171051,-0.823625206947327,"neutral",0.898000299930573,"positive",0.963977992534637,"neutral",0.52519565820694,"neutral",0.566182136535645,0,0.963977992534637,0,0,0,1,0,0,0,0.532,0.468,0.9062,0.051,0.808,0.141,0.5984,0.039,0.754,0.207,0.7906,3,18,38,30
65626417,"2022-06-16",1,0,2022,4,"",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Bad place to work; people come and go due to the toxicity of managers and team leaders.","JenaValve Technology","","","","Absolutely none to address. Shame on you Jenavalve for what you do to people","Bad place to work; people come and go due to the toxicity of managers and team leaders who are self-important and blame others for their own mistakes. Team leaders steal suggestions and ideas, claiming them as their own. It's a low-paid job for the work required. Five-star reviews are fake accounts.",1,1,3,"Healthcare",2022,1,TRUE,TRUE,2018,TRUE,"NEGATIVE",0.999649405479431,"NEGATIVE",0.998611330986023,"NEGATIVE",0.999651789665222,"POSITIVE",0.748120903968811,-0.999649405479431,-0.998611330986023,-0.999651789665222,0.748120903968811,"negative",0.922892451286316,"negative",0.940898537635803,"negative",0.925058007240295,"positive",0.401298612356186,-0.922892451286316,-0.940898537635803,-0.925058007240295,0.401298612356186,0.179,0.821,0,-0.5423,0,0.836,0.164,0.3724,0.242,0.758,0,-0.9287,0,0,0,0,17,14,51,0
51760986,"2021-08-28",3,0,2020,1,"",1,"NEGATIVE","DISAPPROVE","NEGATIVE",1,1,1,1,"Good if you play the game.","Munck Wilson Mandala","","","","People on the team were generally friendly, though there were some extremely unpleasant personalities.","You will not get assignments or demanding clients if the team dislikes you. Communication is not transparent when the Munck Wilson Mandala team is involved. Despite hard work, there is no appreciation from management, only blame or accusations. These were the most disappointing years of my career.",1,1,3,"Legal",2021,3,TRUE,TRUE,2019,TRUE,"POSITIVE",0.999830365180969,"POSITIVE",0.985542297363281,"NEGATIVE",0.997634530067444,"POSITIVE",0.748120903968811,0.999830365180969,0.985542297363281,-0.997634530067444,0.748120903968811,"positive",0.855895102024078,"neutral",0.410826712846756,"negative",0.917848229408264,"positive",0.401298612356186,0.855895102024078,0,-0.917848229408264,0.401298612356186,0,0.43,0.57,0.6486,0.182,0.645,0.172,-0.0498,0.273,0.704,0.023,-0.9216,0,0,0,0,6,14,47,0
46400663,"2021-05-03",2,0,2021,2,"",1,"NEUTRAL","NO_OPINION","NEGATIVE",1,1,3,1,"It served its purpose; I learned about the transportation industry.","TOC Logistics International","","","","The company enjoys fun activities like Halloween dress-up and potlucks (pre-COVID-19). Adaptation to COVID-19 lockdown was smoother than many larger companies, with many transitioning to WFH. You can learn about the industry from a non-siloed role, though this means doing work that should be distributed among multiple people. Benefits are affordable and decent, allowing specialist visits without much insurance fuss. Direct deposit is available.","Very limited career progression; a role must be vacated for someone else to be considered. There is a long waiting period before making progress. Long hours, long days, and excessive micromanagement. The environment was not cohesive.",2,1,3,"Transportation",2021,2,TRUE,TRUE,2019,TRUE,"POSITIVE",0.99352502822876,"POSITIVE",0.99834680557251,"NEGATIVE",0.999683022499084,"POSITIVE",0.748120903968811,0.99352502822876,0.99834680557251,-0.999683022499084,0.748120903968811,"positive",0.597116827964783,"positive",0.925635933876038,"negative",0.857015311717987,"positive",0.401298612356186,0.597116827964783,0.925635933876038,-0.857015311717987,0.401298612356186,0,1,0,0,0,0.837,0.163,0.8934,0.056,0.872,0.072,0.1548,0,0,0,0,10,64,36,0
51698563,"2021-08-26",1,0,2021,4,"",1,"POSITIVE","DISAPPROVE","POSITIVE",3,3,3,3,"Family atmosphere.","CoverMyMeds","","","","Close-knit group that paid well.","A tremendous amount of pressure to do more than a normal position.",4,2,3,"Healthcare",2021,1,TRUE,TRUE,2017,TRUE,"POSITIVE",0.999613344669342,"POSITIVE",0.999830365180969,"POSITIVE",0.996386408805847,"POSITIVE",0.748120903968811,0.999613344669342,0.999830365180969,0.996386408805847,0.748120903968811,"positive",0.719954550266266,"positive",0.928708434104919,"neutral",0.560868263244629,"positive",0.401298612356186,0.719954550266266,0.928708434104919,0,0.401298612356186,0,1,0,0,0,0.656,0.344,0.2732,0.183,0.817,0,-0.3535,0,0,0,0,2,5,12,0
39877274,"2020-12-28",2,0,2020,1,"",1,"NEGATIVE","NO_OPINION","NEGATIVE",1,1,1,1,"Terrible, unscrupulous business practices.","KGP","","","Be consistent in your instructions. Don't let go of those who built you up!","Work from home (COVID-related).","Benefits are extremely expensive. The company does not want to pay employees what they are worth. Management is horrible, and they do not work with employees if issues arise, instead firing or demoting them without warning. Management is extremely fake. There are unrealistic expectations for the amount of pay, and overtime is not paid.",1,1,4,"Technology",2020,2,TRUE,TRUE,2019,TRUE,"NEGATIVE",0.999148011207581,"POSITIVE",0.582514226436615,"NEGATIVE",0.999327301979065,"POSITIVE",0.999211668968201,-0.999148011207581,0.582514226436615,-0.999327301979065,0.999211668968201,"negative",0.919740557670593,"neutral",0.738743662834167,"negative",0.931968748569489,"positive",0.680775344371796,-0.919740557670593,0,-0.931968748569489,0.680775344371796,0.508,0.492,0,-0.4767,0,1,0,0,0.184,0.695,0.121,-0.6228,0,1,0,0,4,4,54,14
30771665,"2019-12-09",12,0,2019,4,"REGULAR",0,"NEGATIVE","DISAPPROVE","NEGATIVE",1,4,1,1,"Always keep an eye out for a new job.","UnitedHealth Group","Boston, MA","PA/UM Reviewer","More kindness and empathy in how you treat your employees would allow you to retain them longer and reduce high turnover. Additionally, it would be beneficial if the same 'type of person' were not always entrusted with the lowest hierarchical positions.","I loved my job, but hated my bosses. They are vicious, backstabbing, lying women who will throw you under the bus to make themselves look better and write you up for following their instructions to save face with the customer.","No loyalty to hard-working employees. I worked there for 2.5 years and was laid off despite hundreds of similar jobs I could have been moved to. The layoff was due to the big boss not liking me, not productivity, which was well above metrics; it was a popularity contest.",1,1,1,"Healthcare",2019,12,FALSE,TRUE,2015,TRUE,"POSITIVE",0.999618411064148,"NEGATIVE",0.996634066104889,"NEGATIVE",0.999721705913544,"POSITIVE",0.722593128681183,0.999618411064148,-0.996634066104889,-0.999721705913544,0.722593128681183,"neutral",0.657250821590424,"negative",0.937208354473114,"negative",0.869636178016663,"positive",0.604863822460175,0,-0.937208354473114,-0.869636178016663,0.604863822460175,0,1,0,0,0.234,0.584,0.182,-0.6187,0.092,0.814,0.094,0.0237,0.084,0.7,0.216,0.765,9,40,49,41
77043955,"2023-06-03",0,0,2023,2,"CONTRACT",0,"NEGATIVE","NO_OPINION","NEGATIVE",1,1,1,4,"Company that needs to reinvent its management and adapt to modern times.","HSBC","Paris","ASSISTANT COMMERCIAL","","Fixed salary slightly higher than elsewhere.","No profit-sharing or incentive bonuses for 3 years. Non-existent management, more interested in results than employee well-being or actual customer satisfaction.",2,1,1,"Finance",2023,0,FALSE,TRUE,2021,TRUE,"NEGATIVE",0.997477114200592,"POSITIVE",0.95093697309494,"NEGATIVE",0.997139930725098,"POSITIVE",0.748120903968811,-0.997477114200592,0.95093697309494,-0.997139930725098,0.748120903968811,"neutral",0.606691539287567,"neutral",0.78964638710022,"negative",0.837253034114838,"positive",0.401298612356186,0,0,-0.837253034114838,0.401298612356186,0,1,0,0,0,1,0,0,0.145,0.537,0.319,0.7338,0,0,0,0,12,6,21,0
54047818,"2021-10-15",0,0,2021,9,"REGULAR",1,"POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Great","McDonald's","","Line Cook","","Everything is amazing everyday all day","",5,5,5,"Hospitality",2021,0,FALSE,TRUE,2012,TRUE,"POSITIVE",0.999863028526306,"POSITIVE",0.999890327453613,"POSITIVE",0.748120903968811,"POSITIVE",0.748120903968811,0.999863028526306,0.999890327453613,0.748120903968811,0.748120903968811,"positive",0.75655859708786,"positive",0.984924852848053,"positive",0.401298612356186,"positive",0.401298612356186,0.75655859708786,0.984924852848053,0.401298612356186,0.401298612356186,0,0,1,0.6249,0,0.568,0.432,0.5859,0,0,0,0,0,0,0,0,1,6,0,0
46415587,"2021-05-03",2,0,2020,1,"",1,"NEUTRAL","NO_OPINION","NEGATIVE",3,2,2,3,"Too corporate.","FREENOW","","","Have HR review the performance management system.","Very nice people to work with.","The codebase is too legacy and broken. The general mood is a bit too corporate.",2,1,3,"Transportation",2021,2,TRUE,TRUE,2019,TRUE,"NEGATIVE",0.999421358108521,"POSITIVE",0.999849319458008,"NEGATIVE",0.999787986278534,"NEGATIVE",0.914777040481567,-0.999421358108521,0.999849319458008,-0.999787986278534,-0.914777040481567,"negative",0.64849066734314,"positive",0.97772604227066,"negative",0.876841247081757,"neutral",0.710812389850616,-0.64849066734314,0.97772604227066,-0.876841247081757,0,0,1,0,0,0,0.618,0.382,0.4754,0.181,0.819,0,-0.4767,0,1,0,0,2,6,15,7
31253031,"2020-01-12",2,0,2018,4,"REGULAR",0,"NEUTRAL","NO_OPINION","NEGATIVE",4,2,3,2,"Company Culture","Microsoft","London, England","Business Program Manager","Try to hire some of their contractors. They have many good, loyal, and hard-working individuals coming in and out of their doors whom they should consider more closely.","Good company culture, compensation, and benefits.","The performance management system has a forced distribution of ratings. Many managers are not held accountable for coaching and developing team members.",4,3,3,"Technology",2020,2,FALSE,TRUE,2014,TRUE,"POSITIVE",0.998286545276642,"POSITIVE",0.999864459037781,"NEGATIVE",0.9995276927948,"POSITIVE",0.995226621627808,0.998286545276642,0.999864459037781,-0.9995276927948,0.995226621627808,"neutral",0.762058019638062,"positive",0.917421936988831,"negative",0.762773752212524,"positive",0.739719152450562,0,0.917421936988831,-0.762773752212524,0.739719152450562,0,1,0,0,0,0.421,0.579,0.6705,0.125,0.875,0,-0.4588,0,0.812,0.188,0.7184,2,6,22,28
3275594,"2013-11-06",1,0,2009,2,"CONTRACT",0,"POSITIVE","APPROVE","POSITIVE",5,5,5,5,"Awesome place to work!","Johnson & Johnson","Bridgewater, NJ","Executive Assistant","","People are great, and benefits are excellent. It offers a learning and growing experience. Lillian Maliahas was an excellent and intelligent supervisor.","",5,5,5,"Healthcare",2013,1,FALSE,TRUE,2007,TRUE,"POSITIVE",0.999876737594604,"POSITIVE",0.999888300895691,"POSITIVE",0.748120903968811,"POSITIVE",0.748120903968811,0.999876737594604,0.999888300895691,0.748120903968811,0.748120903968811,"positive",0.982434809207916,"positive",0.984318673610687,"positive",0.401298612356186,"positive",0.401298612356186,0.982434809207916,0.984318673610687,0.401298612356186,0.401298612356186,0,0.406,0.594,0.6588,0,0.46,0.54,0.9571,0,0,0,0,0,0,0,0,4,22,0,0
74986335,"2023-03-29",0,0,2022,6,"REGULAR",0,"POSITIVE","APPROVE","POSITIVE",5,4,5,5,"Great Company","Mitsui & Co.","New Delhi","HR Manager","","Learning opportunities, benefits, and exposure to multiple cultures and geographies.","",3,5,4,"Energy/Mining",2023,0,FALSE,TRUE,2016,TRUE,"POSITIVE",0.999878168106079,"POSITIVE",0.999795854091644,"POSITIVE",0.748120903968811,"POSITIVE",0.748120903968811,0.999878168106079,0.999795854091644,0.748120903968811,0.748120903968811,"positive",0.92451673746109,"positive",0.735797226428986,"positive",0.401298612356186,"positive",0.401298612356186,0.92451673746109,0.735797226428986,0.401298612356186,0.401298612356186,0,0.196,0.804,0.6249,0,0.606,0.394,0.6369,0,0,0,0,0,0,0,0,2,10,0,0
70912750,"2022-11-08",1,0,NA,2,"REGULAR",0,"POSITIVE","APPROVE","POSITIVE",5,4,5,4,"TF is Brilliant","Teleperformance","Hyderābād","Analyst","","Teleperformance is a great platform to work.","",4,4,4,"Professional Services",2022,1,FALSE,FALSE,2020,TRUE,"POSITIVE",0.999876379966736,"POSITIVE",0.999838709831238,"POSITIVE",0.748120903968811,"POSITIVE",0.748120903968811,0.999876379966736,0.999838709831238,0.748120903968811,0.748120903968811,"positive",0.753333270549774,"positive",0.980496346950531,"positive",0.401298612356186,"positive",0.401298612356186,0.753333270549774,0.980496346950531,0.401298612356186,0.401298612356186,0,0.345,0.655,0.5859,0,0.594,0.406,0.6249,0,0,0,0,0,0,0,0,3,7,0,0
62776069,"2022-04-14",1,0,2021,1,"REGULAR",0,"NEUTRAL","APPROVE","POSITIVE",3,3,4,3,"Overall Fine","Teleperformance","Mohali, Punjab","Customer Service Associate","","Work-life balance is good.","Salary may be a concern.",2,3,3,"Professional Services",2022,1,FALSE,TRUE,2020,TRUE,"POSITIVE",0.99985671043396,"POSITIVE",0.999862909317017,"NEGATIVE",0.952056527137756,"POSITIVE",0.748120903968811,0.99985671043396,0.999862909317017,-0.952056527137756,0.748120903968811,"positive",0.706462860107422,"positive",0.907276332378387,"neutral",0.76545238494873,"positive",0.401298612356186,0.706462860107422,0.907276332378387,0,0.401298612356186,0,0.357,0.643,0.2023,0,0.508,0.492,0.4404,0,1,0,0,0,0,0,0,2,4,5,0
